id	question	label
3952	What feminist wrote Sexual Politics and Flying ?	HUM
3953	Who was the first American world chess champion ?	HUM
3954	What is the zodiac sign for August 14 ?	ENTY
3955	Who was the last woman executed in England ?	HUM
3956	How many school districts are there in the United States ?	NUM
3957	How long did the Paris Commune hold out for against the rest of France ?	NUM
3958	What university football team did O.J. Simpson take to the Rose Bowl ?	HUM
3959	What does snafu stand for ?	ABBR
3960	What color is Chablis ?	ENTY
3961	What NFL team did Vince Lombardi end his coaching career with ?	HUM
3962	How much iron is in your body ?	NUM
3963	What is the difference between fatalism and determinism ?	DESC
3964	When did Thatcher become prime minister ?	NUM
3965	What are some good fractal web sites ?	LOC
3966	What country imposed the Berlin Blockade in 1948 ?	LOC
3967	What future movie treat was introduced to American colonists in 1603 by Native Americans ?	ENTY
3968	How do cameras take pictures ?	DESC
3969	How much do drugs to treat tuberculosis cost ?	NUM
3970	Who is Prince Naseem Hamed ?	HUM
3971	What kind of habitat does the scorpion live in ?	LOC
3972	How many logarithmic scales are there on a slide rule ?	NUM
3973	Where is Webster University ?	LOC
3974	What sports magazine has the largest circulation ?	ENTY
3975	What is the legal blood alcohol limit for the state of California ?	ENTY
3976	How hot should the oven be when making Peachy Oat Muffins ?	NUM
3977	How old is Britney Spears ?	NUM
3978	Where can I get piano music for the Jamiroquai song Everyday for the midi ?	LOC
3979	Why is Microsoft 's Windows 3 such a successful computer program ?	DESC
3980	What country 's capital was formed when Pesth and Buda merged ?	LOC
3981	What is the origin of U.S. Army sergeant 's stripes ?	DESC
3982	What is proposition 98 about ?	DESC
3983	What town was the setting for The Music Man ?	LOC
3984	What was Simple Simon fishing for in his mother 's pail ?	ENTY
3985	What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?	ENTY
3986	Why does a candle go out when we blow on it ?	DESC
3987	What title does comedian Henry Youngman claim ?	HUM
3988	What is `` the taste that beats the others cold '' ?	ENTY
3989	Who made the first airplane that could fly ?	HUM
3990	What kind of sports did they play in the years 1642-1649 , the English Civil War time ?	ENTY
3991	Where can I find scientific data , `` research papers , '' on textile engineering ?	LOC
3992	What makes salt ?	DESC
3993	How many people die from snakebite poisoning in the U.S. per year ?	NUM
3994	How high is the city of Denver ?	NUM
3995	Who was International Olympic Committee chairman at the 1936 Summer Games ?	HUM
3996	When was Florida admitted into the Union ?	NUM
3997	What company has built more than 2.5 billion little green houses since 1935 ?	HUM
3998	How many times a year does the American Gourd Society publish The Gourd ?	NUM
3999	Where can I read about Abraham Lincoln ?	LOC
4000	What will the increase be in the California gas tax by 2000 ?	NUM
4001	How far is the longest hole in 1 on any golf course and where did it happen ?	NUM
4002	What whisky is `` known by the company it keeps '' ?	ENTY
4003	What appointments secretary to Richard Nixon went to jail ?	HUM
4004	Who released the Internet worm in the late 1980s ?	HUM
4005	What is the name of the American who was captured when his plane went down over Syrian-held Lebanon ?	HUM
4006	Where does the expression `` cloud nine '' come from ?	DESC
4007	What is lung cancer ?	DESC
4008	What school does Tom attend in Tom Brown 's School Days ?	HUM
4009	What basketball player is credited with 23 , 924 rebounds ?	HUM
4010	How big is a normal size penis for a 15-year-old ?	NUM
4011	What does Playboy title its `` continuing dialog on contemporary issues between Playboy and its readers '' ?	ENTY
4012	How many American soldiers remain unaccounted from the Vietnam war ?	NUM
4013	Where can I find a tape or book to help me say , write and understand Japanese ?	LOC
4014	How many cables support the main span of the Golden Gate Bridge ?	NUM
4015	How much did Manchester United spend on players in 1993 ?	NUM
4016	What was the birthplace of Edgar Allen Poe ?	LOC
4017	Why were red M&Ms discontinued then brought back ?	DESC
4018	What does it take to become a lawyer ?	ENTY
4019	What American sergeant lost both of his hands in combat during World War II and then went on to act in a single movie for which he won two Oscars ?	HUM
4020	Who invented the fountain ?	HUM
4021	What room did W.C. Fields keep his library in ?	LOC
4022	What causes an earthquake ?	DESC
4023	What Batman character tools around on a Batcycle ?	HUM
4024	What are the main blood vessels ?	ENTY
4025	What does `` saute '' mean ?	DESC
4026	Where can I find the schematics to the windshield wiper mechanism ?	LOC
4027	What type is a snail ?	ENTY
4028	Who was Sherlock Holmes 's archenemy ?	HUM
4029	Where is `` Global Schoolhouse '' ?	LOC
4030	How many years of schooling after highschool does it take to become a neurosurgeon ?	NUM
4031	What are the top vegetable crops in the world ?	ENTY
4032	What volcano showers ash on Sicily ?	LOC
4033	Where are the U.S. headquarters for Procter & Gamble ?	LOC
4034	Why did the Aztecs first think the Spanish were Gods ?	DESC
4035	What are the rules to `` snow golf '' ?	DESC
4036	What does Warner Bros. call a flightless cuckoo ?	ENTY
4037	When did Mount St. Helen last have a major eruption ?	NUM
4038	How do you say `` eat the day '' in Latin ?	ENTY
4039	What are super balls made of ?	ENTY
4040	What 's the name of Tom Sawyer 's aunt with whom he lives ?	HUM
4041	What is the fastest-growing comic strip of all time ?	ENTY
4042	Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics ?	HUM
4043	What doctor claimed in a 1946 book : `` There is no such thing as a bad boy '' ?	HUM
4044	How long has L.L. Cool J. been married ?	NUM
4045	How much did a knight 's armor weigh ?	NUM
4046	What comedian created a punch-drunk pugilist named Cauliflower McPugg ?	HUM
4047	What is the movie Jonathan Livingstone Seagull ?	ENTY
4048	How tall is Prince Charles ?	NUM
4049	What is the weight of air ?	NUM
4050	What is a fear of children ?	ENTY
4051	What is ouzo ?	DESC
4052	What race is 1 , 137 miles long ?	ENTY
4053	What is the capital of Uruguay ?	LOC
4054	What does the T.S. stand for in T.S. Eliot 's name ?	ABBR
4055	How long is the world 's largest ship , in meters ?	NUM
4056	Who is William Wordsworth ?	HUM
4057	What is making love ?	DESC
4058	Who is Charles Lindbergh ?	HUM
4059	How tall is the replica of the Matterhorn at Disneyland ?	NUM
4060	What are the largest deserts in the world ?	LOC
4061	Where is Qatar ?	LOC
4062	Why are peanut butter cookies topped with crisscrosses ?	DESC
4063	What is the richest state in the U.S. ?	LOC
4064	Who is the prime minister in Norway ?	HUM
4065	What is a urologist ?	DESC
4066	What actress starred in `` The Lion in Winter '' ?	HUM
4067	What 's bottled in jeroboams ?	ENTY
4068	Who won the rugby world cup in ?	HUM
4069	What is Nicholas Cage 's profession ?	HUM
4070	How many times was pitcher , Warren Spahn , a 20-game winner in his 21 major league seasons ?	NUM
4071	How many pins are used in skittles ?	NUM
4072	What qualifications are there for individuals donating blood ?	DESC
4073	What California bridge was Don Brown the first to cross , on May 27 , 1937 ?	LOC
4074	Who is the famous sister of actress Olivia De Havilland ?	HUM
4075	Which German president was pressured into appointing Hitler chancellor in 1933 ?	HUM
4076	How many people have been killed in wars , armed conflicts ?	NUM
4077	What is the history of the hairdryer ?	DESC
4078	Which mammal lives , breeds , eats , and sleeps underground ?	ENTY
4079	What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe ?	ENTY
4080	What happened in the city of Dogtown in 1899 ?	DESC
4081	What was the largest city in the world to declare martial law in 1989 ?	LOC
4082	What is a fear of sinning ?	ENTY
4083	Where is the Thomas Edison Museum ?	LOC
4084	What was the first minimum wage ?	NUM
4085	What is the name of the highest mountain in Africa ?	LOC
4086	What mountain range extends from the Gulf of St. Lawrence to Alabama ?	LOC
4087	How many types of lemurs are there ?	NUM
4088	What are some colorful flowers that will bloom in the fall in New England ?	ENTY
4089	What 's the second-most-used murder weapon in the U.S. ?	ENTY
4090	What businesses or agencies would do an employment verification ?	HUM
4091	What famous coach said `` if you can 't beat 'em in the alley , you can 't beat 'em on the ice '' ?	HUM
4092	What onetime member of Ronald Reagan 's cabinet called federal policy toward Indians `` an example of the failure of socialism '' ?	HUM
4093	How many claws has a lobster called a pistol lost ?	NUM
4094	Who was Darth Vader 's son ?	HUM
4095	What are the four most widely-used languages in North America ?	ENTY
4096	What war was fought by the Spanish as far as the Philippines ?	ENTY
4097	How do you make a million bucks ?	DESC
4098	Who invented the process to make condensed milk ?	HUM
4099	What is the largest city in Connecticut ?	LOC
4100	What is the population of the United States ?	NUM
4101	What actor and actress have made the most movies ?	HUM
4102	What is the definition of spamming ?	DESC
4103	Who found Hawaii ?	HUM
4104	What does IQ stand for ?	ABBR
4105	Where can I find free piano scores for popular music ?	LOC
4106	When did the American Civil War end ?	NUM
4107	What country is the largest diamond producer ?	LOC
4108	How long does it take the moon to revolve around the Earth ?	NUM
4109	What beer is ` rockin ' America ? ''	ENTY
4110	What is a fear of women ?	ENTY
4111	Who protects DC Comics ' realm of dreams ?	HUM
4112	What are dinosaur droppings called ?	ENTY
4113	What was the infamous feat of Germany 's U-2 submarine ?	DESC
4114	What Homerian epic chronicles events toward the end of the Trojan Wars ?	ENTY
4115	When did the vesuvius last erupt ?	NUM
4116	What is widely used to detect prenatal birth defects ?	ENTY
4117	When did the supercontinent Pangaea break up ?	NUM
4118	What kind of mammal is a colt ?	ENTY
4119	Who created Harry Lime ?	HUM
4120	Why do many Native American students not complete college ?	DESC
4121	What color are a cherry tree 's flowers ?	ENTY
4122	Who was President Cleveland 's wife ?	HUM
4123	What class of animals makes up more than two-thirds of known species ?	ENTY
4124	What was the name of Sergeant Preston of the Yukon 's lead dog ?	ENTY
4125	What film featured a snarly character named Kid Shelleen ?	ENTY
4126	What company named one of its pens `` The Banana '' ?	HUM
4127	What 's the capital of Monaco ?	LOC
4128	What do Englishmen weigh themselves in ?	NUM
4129	How big is the Electoral College ?	NUM
4130	What is it that walks on four legs , then on two legs , then on three ?	ENTY
4131	What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors ?	ENTY
4132	Who invented the Moog Synthesizer ?	HUM
4133	Who makes the `` Die Hard '' car battery ?	HUM
4134	How long does it take to travel from Tokyo to Niigata ?	NUM
4135	What state is the Filenes store located in ?	LOC
4136	How does a bill become law ?	DESC
4137	What is the starting salary of a radiographer ?	NUM
4138	What is a disaccharide ?	DESC
4139	Colin Powell is most famous for what ?	DESC
4140	What star-faring race brought about the Inhumans on Marvel 's Earth ?	ENTY
4141	How do you buy stocks ?	DESC
4142	What does appropriates money mean ?	DESC
4143	What is the name of Dolly Parton 's rarely seen husband ?	HUM
4144	Where is the official `` zero '' of the sea level ?	LOC
4145	Whose old London come-on was : `` Buy my sweet lavender '' ?	HUM
4146	How did former WWF wrestler Rick Rude die ?	DESC
4147	Who wrote the lyrics to Porgy and Bess ?	HUM
4148	What is a `` False Moon '' ?	DESC
4149	What 1976 Deep Throat clone provides the leading lady with a second larynx ?	ENTY
4150	What line of luggage is named after a famous American flier ?	ENTY
4151	What is a word whose letters can be rearranged to form a different word ?	ENTY
4152	What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?	NUM
4153	How many American actors were nominated for the best actor Oscar for 1983 ?	NUM
4154	When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?	NUM
4155	In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?	ENTY
4156	How long was the longest sneezing attack ?	NUM
4157	How can I get rich quick ?	DESC
4158	How is the word ` qigong ' pronounced ?	DESC
4159	What program do I need to run a .tbk file ?	ENTY
4160	What is the seafaring name for the southern tip of South America ?	LOC
4161	What two New York Yankee pitchers swapped wives and families ?	HUM
4162	What are the 10 plagues of Egypt ?	ENTY
4163	What is the history of Hot Wheels cars , and how are they produced ?	DESC
4164	What is the rounded part on the top of a matchbook called ?	ENTY
4165	When did Nixon visit China ?	NUM
4166	What 's the third month of the Gregorian calendar ?	NUM
4167	What country owns Corsica ?	LOC
4168	How many queen bees reign in a hive ?	NUM
4169	What sport features slotbacks , tailbacks , and touchbacks ?	ENTY
4170	What meat complemented sweet potatoes and peas in the first TV dinner ?	ENTY
4171	What is RAM in the computer ?	ABBR
4172	What is a `` repeating voter '' ?	DESC
4173	What are dingoes ?	DESC
4174	Where can I find a world atlas map online at no charge ?	LOC
4175	What Leoncavallo opera features a prologue by a clown ?	ENTY
4176	How can I get someone 's email address ?	DESC
4177	What chapter of the Bible has the most verses ?	NUM
4178	What ocean did the Titanic sink in ?	LOC
4179	How did P.T. Barnum bill the diminutive Charles S. Stratton ?	DESC
4180	In what year was the Wall built ?	NUM
4181	Name one of King Henry VIII 's wives .	HUM
4182	What southwestern state is dubbed The Silver State ?	LOC
4183	What are pomegranates ?	DESC
4184	Why do pharmacists work on raised floors ?	DESC
4185	What does Robin Williams do ?	HUM
4186	What country did the Allies invade in World War II 's Operation Avalanche ?	LOC
4187	What famed river was Hernando de Soto the first European to see ?	LOC
4188	What chess outcome results when a player has no legal move ?	ENTY
4189	How do they find an epicenter ?	DESC
4190	When was Christ born ?	NUM
4191	Where do quality drinks begin ?	LOC
4192	In order from the top , the four stripes on a can of Pepsi are what colors ?	ENTY
4193	What kind of substance is dextropropoxyphen napsylate ?	ENTY
4194	Who is the French literary charcter who is chiefly famous for his enormous nose ?	HUM
4195	What were first used by John L. Sullivan and James J. Corbett in 1892 ?	ENTY
4196	What country surrounds San Marino , the world 's smallest Republic ?	LOC
4197	Who killed Martin Luther King ?	HUM
4198	Who owns the rights on a TV program ?	HUM
4199	What did Cool Hand Luke go to jail for ?	DESC
4200	What was the V-8 Juice slogan : `` the tastebud '' ?	DESC
4201	What was Mae West 's last film ?	ENTY
4202	What letter does Gorbachev 's middle name start with ?	ENTY
4203	Who invented Astroturf ?	HUM
4204	What makes you fat ?	DESC
4205	Name a flying mammal .	ENTY
4206	What season does a hiemal activity normally take place in ?	NUM
4207	What direction do the best surfing beaches face ?	LOC
4208	What is the world record for the longest hair ?	NUM
4209	What English word contains the most letters ?	ENTY
4210	How do I know if I 'm jealous of someone ?	DESC
4211	What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?	HUM
4212	How does James Bond like his martinis ?	DESC
4213	What California bay 's largest island is Angel Island ?	LOC
4214	What was the name of the flight that Fawaz Younis hijacked ?	ENTY
4215	What former African leader held his country 's boxing title for nine years ?	HUM
4216	What is a wet dream ?	DESC
4217	What California bridge was Don Brown the first to cross , on May 27 , 1937 ?	LOC
4218	What camera company said , `` If you haven 't got the time , we 've got the camera ? ''	HUM
4219	What happened to Pepsi Clear ?	DESC
4220	How much does one ton of cement cost ?	NUM
4221	What is a Mexican hairless ?	DESC
4222	What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?	HUM
4223	Where is the oldest living thing on earth ?	LOC
4224	What piece of jewelry is pictured on Monopoly 's Luxury Tax space ?	ENTY
4225	Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?	HUM
4226	What journalist can be found in and around Walden Puddle ?	HUM
4227	How did Socrates die ?	DESC
4228	How many sides does an obelisk have ?	NUM
4229	What was Edward Albee 's first full-length play ?	ENTY
4230	What was lost and regained by poet John Milton ?	ENTY
4231	What woman pitcher has struck out Ted Williams and Hank Aaron ?	HUM
4232	How can scientists predict weather by observing clouds ?	DESC
4233	What songs were popular in 1948 ?	ENTY
4234	In what year was the cannon invented ?	NUM
4235	How many languages does the Pope speak ?	NUM
4236	What bay divides Maryland 's Eastern and Western Shores ?	LOC
4237	What is the real name of the singer , Madonna ?	HUM
4238	What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''	HUM
4239	What color were Ernest Hemingway 's eyes ?	ENTY
4240	What is the origin of the expression `` four-letter word '' ?	DESC
4241	Who was the first woman in space ?	HUM
4242	What is the only animal that can turn its stomach inside out ?	ENTY
4243	What professional sports league originated the college draft ?	HUM
4244	What is the difference between a board of directors and an advisory board ?	DESC
4245	Who discovered imaginary numbers ?	HUM
4246	Who does the voices of the Simpsons ?	HUM
4247	How many feet high is the hurdle in front of a runner 's steeplechase water jump ?	NUM
4248	What religion has the most members ?	ENTY
4249	How many calories are there in a glass of water ?	NUM
4250	Who is the richest person in the world , without owning a business ?	HUM
4251	What is SVHS ?	ABBR
4252	What is the chemical reactivity of neon ?	NUM
4253	Where can I find info on Alexander Mackenzie ?	LOC
4254	What is the cultural origin of the ceremony of potlatch ?	DESC
4255	What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?	LOC
4256	How many countries watch MTV Europe ?	NUM
4257	What is SAP ?	ABBR
4258	What layer of the atmosphere contains most of the ozone layer ?	ENTY
4259	What is the airport code for Los Angeles International ?	NUM
4260	What was the claim to fame of Explorer I , launched February 1 , 1958 ?	DESC
4261	In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?	DESC
4262	What do the letters CE stand for on so many products , particularly electrical , purchased now ?	ABBR
4263	Where did the real St. Nicholas live ?	LOC
4264	Who manufactures the software , `` PhotoShop '' ?	HUM
4265	How many eyes does a bat have ?	NUM
4266	How do you say 2 in Latin ?	ENTY
4267	What was Dwight Eisenhower 's favorite card game ?	ENTY
4268	What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?	ENTY
4269	What is the origin of the word nevermind ?	DESC
4270	Who was the second man to walk on the moon ?	HUM
4271	What is power steering ?	DESC
4272	Where did Dikembe Mutombo go to college ?	LOC
4273	What author was appointed U.S. ambassador to Spain in 1842 ?	HUM
4274	What body of water does the Yukon River empty into ?	LOC
4275	Who is Westview High 's band director in Funky Winkerbean ?	HUM
4276	How does a chick breathe inside an egg ?	DESC
4277	What is Mark McGwire 's e-mail address ?	LOC
4278	How many maids were milking ?	NUM
4279	The Kentucky Horse Park is located near what city ?	LOC
4280	What is the celtic symbol for `` life '' ?	ENTY
4281	What kind of fruit is a Yellow Transparent ?	ENTY
4282	What song put James Taylor in the limelight ?	ENTY
4283	What drink is formed of tequila , orange juice and galliano ?	ENTY
4284	Name four comic strips about pilots .	ENTY
4285	What geological time do we live in ?	NUM
4286	How do you dunk ?	DESC
4287	Where is the massive North Korean nuclear complex located ?	LOC
4288	How do plants make food ?	DESC
4289	Where is Microsoft 's corporate headquarters located ?	LOC
4290	How did the Hohenzollerns build their power around 17 ?	DESC
4291	When was China 's first nuclear test ?	NUM
4292	What is the name given to a group of geese ?	ENTY
4293	Why was Washington , DC originally called District of Columbia ?	DESC
4294	How do I find a snowboarding website ?	DESC
4295	What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?	HUM
4296	How much can a person be fined for having a dog on a beach ?	NUM
4297	Why do movie and TV stars get paid so much ?	DESC
4298	What is a turnkey contract ?	DESC
4299	What are people doing to help prevent the extinction of birds ?	DESC
4300	Why is the mile 528 feet ?	DESC
4301	What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?	LOC
4302	How is carbon dioxide removed from natural gas ?	DESC
4303	Who is Edmund Kemper ?	HUM
4304	What was Mao , the Chinese leader 's , full name ?	HUM
4305	When is Dick Clark 's birthday ?	NUM
4306	Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?	HUM
4307	What radio station did Paul Harvey work for ?	HUM
4308	What character narrates Treasure Island ?	HUM
4309	What is the correct way to abbreviate cc. at the bottom of a business letter ?	ABBR
4310	Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?	HUM
4311	What seven digits follow the area code in the number for long distance information ?	NUM
4312	What Catch-22 character is elected mayor of half a dozen Italian cities ?	HUM
4313	Whom does Uncle Duke 's girl friend , Honey , room with ?	HUM
4314	When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?	HUM
4315	When was the bar-code invented ?	NUM
4316	What has to be produced in a writ of habeas corpus ?	ENTY
4317	What team did Babe Ruth play his first major league game for ?	HUM
4318	What class is categorized as the bourgeoisie ?	ENTY
4319	What relative of Leo Tolstoy translated War and Peace eight times ?	HUM
4320	How does the Nintendo `` Zapper '' work ?	DESC
4321	How many cards is each player dealt in Contract Bridge ?	NUM
4322	Who was the second person ever to wear Iron Man 's armor ?	HUM
4323	What is InterLata Internet service ?	DESC
4324	Who is the director and editor of the movie Big starring Tom Hanks ?	HUM
4325	What is the `` fourth dimension '' ?	DESC
4326	What is the Homelite Inc. home page ?	LOC
4327	How old was Stevie Wonder when he signed with Motown Records ?	NUM
4328	What is `` alternative '' anymore ?	DESC
4329	Why do they call a hamburger a hamburger when there is no ham ?	DESC
4330	Who won two gold medals in skiing in the Olympic Games in Calgary ?	HUM
4331	What year was the Avery Dennison company founded ?	NUM
4332	Where does the U.S. rank among world countries in area ?	NUM
4333	What are the four railways in Monopoly ?	HUM
4334	What are the names of all the seas in the world and what ocean do they drain into ?	LOC
4335	What does BMW stand for ?	ABBR
4336	Name the highest mountain .	LOC
4337	What is a biologist ?	DESC
4338	What revelation did Alexander Butterfield make to the Senate Watergate committee ?	DESC
4339	What island is home to statues called Mauis ?	LOC
4340	What is a fear of black people ?	ENTY
4341	What 's the most extensively grown and eaten food ?	ENTY
4342	What was the worst hurricane ?	ENTY
4343	How can I get started in writing for television ?	DESC
4344	Where was Pythagoras born ?	LOC
4345	What 1927 silent film received an international revival in 1981 ?	ENTY
4346	What is the price for AAA 's liability auto insurance ?	NUM
4347	What is LMDS ?	ABBR
4348	Who are the top ten richest people in the world ?	HUM
4349	Who is the leader of Brunei ?	HUM
4350	What is the capital of Italy ?	LOC
4351	What game does Garry Kasparov play ?	ENTY
4352	How do you get a pointsettia to turn red ?	DESC
4353	What is kept in Fort Knox that is so valuable ?	ENTY
4354	What is the greatest hiking Web site ?	LOC
4355	What is the population of Arcadia , Florida ?	NUM
4356	What Stephen King novel is set in a graveyard for pets ?	ENTY
4357	Who were the head writers for the Smothers Brothers Comedy Hour ?	HUM
4358	Who portrayed Prewett in From Here to Eternity ?	HUM
4359	What was the sequel to The Pink Panther ?	ENTY
4360	How many people live in cities ?	NUM
4361	How high must a mountain be to be called a mountain ?	NUM
4362	What Scottish poet penned To a Mouse and To a Louse ?	HUM
4363	What is the name of the inventor of silly putty ?	HUM
4364	What ocean surrounds the Madeira Islands ?	LOC
4365	What famous communist leader died in Mexico City ?	HUM
4366	What was John Steinbeck 's travelling companion Charley ?	ENTY
4367	What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?	LOC
4368	How many mines can still be found in the Falklands after the war ended ?	NUM
4369	How can I get in touch with Michael Moore of `` Roger & Me '' ?	DESC
4370	How is ` qigong ' properly pronounced ?	DESC
4371	How many gallons of water go over Niagra Falls every second ?	NUM
4372	What turns blue litmus paper red ?	ENTY
4373	Who was the first woman to run the mile in less than 4 36893 minutes ?	HUM
4374	How many copies of an album must be sold for it to be a gold album ?	NUM
4375	What is `` the soft drink for adults '' ?	ENTY
4376	What is the only vegetable that starts with `` z '' ?	ENTY
4377	What is a fear of machinery ?	ENTY
4378	Who awarded The Flying Fickle Finger of Fate ?	HUM
4379	In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?	LOC
4380	What hide-and-seek game is played around a tin can ?	ENTY
4381	What is the largest city in Texas ?	LOC
4382	What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?	HUM
4383	What drink is the best thirst-quencher ?	ENTY
4384	Where can I get a map of Prussia on the Internet ?	LOC
4385	What was the longest war in U.S. history ?	ENTY
4386	What is a `` node '' in computer terms ?	DESC
4387	What are the five richest countries in the world ?	LOC
4388	Where is McCarren Airport ?	LOC
4389	What are the top boy names in the U.S. ?	HUM
4390	How many tiles did the Space Shuttle Columbia lose on its second flight ?	NUM
4391	How many teaspoons make up a tablespoon ?	NUM
4392	Who was the lyricist and who was the composer between Gilbert and Sullivan ?	HUM
4393	Who was the lawyer for Randy Craft ?	HUM
4394	What is the origin of the word Marijuana ?	DESC
4395	Who was the 3rd president of the United States ?	HUM
4396	What organ contains the islands of Langerhans ?	ENTY
4397	Name Dick Tracy 's two children .	HUM
4398	What is a fear of points ?	ENTY
4399	What fraction of a beaver 's life is spent swimming ?	NUM
4400	How can SQL queries be improved ?	DESC
4401	What is the most radioactive food ?	ENTY
4402	What was the previous name for the Commonwealth ?	HUM
4403	How much will gas be taxed in California by the year 2000 ?	NUM
4404	Who gave King Arthur the round table ?	HUM
4405	What state in the United States covers the largest area ?	LOC
4406	How do you make a computer chip ?	DESC
4407	Who became president of the U.S. in 1789 ?	HUM
4408	Who wrote `` The Scarlet Letter '' ?	HUM
4409	Who did Sara Jane Moore try to assassinate ?	HUM
4410	What is Linux ?	DESC
4411	How many dots make up the symbol for `` because '' ?	NUM
4412	What title did Shevardnadze have during the Soviet era ?	HUM
4413	What did the pyramid-builders of Egypt mainly eat ?	ENTY
4414	What 's the international radio code word for the letter F ?	ENTY
4415	What are the 28 tenses in the English language ?	ENTY
4416	Which king signed the Magna Carta ?	HUM
4417	What software offers inventors use of CAD-like design ?	ENTY
4418	What is agent orange ?	DESC
4419	Name the child left on a doorstep at the beginning of Gasoline Alley .	HUM
4420	How many zip codes are there in the U.S. ?	NUM
4421	In Beetle Bailey , can you name Sarge 's dog ?	ENTY
4422	Why shouldn 't you remove a bee stinger with tweezers ?	DESC
4423	Which college did Dikembe Mutombo play basketball for ?	HUM
4424	Why did Europeans first come to Australia and Oceania ?	DESC
4425	What did the Confederate Constitution say about slavery ?	DESC
4426	How long does it take the Milky Way Galaxy to make one revolution ?	NUM
4427	How many people own pets ?	NUM
4428	What web sites are linked to the Report on Genesis Eldercare ?	LOC
4429	What is a fear of lice ?	ENTY
4430	How long does it take different materials to decompose ?	NUM
4431	How many colors are there in a rainbow ?	NUM
4432	What was Darth Vader 's son named ?	HUM
4433	What problems contributed to the high failure rate of Plains farmers in the 1800s ?	DESC
4434	What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?	HUM
4435	Where is McCarren Airport located ?	LOC
4436	How effective are condoms in protecting against AIDS ?	DESC
4437	What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?	LOC
4438	How many Marx Brothers were there ?	NUM
4439	How tall is the Matterhorn ?	NUM
4440	What country is proud to claim Volcano National Park ?	LOC
4441	When was Babe Ruth born ?	NUM
4442	Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?	HUM
4443	What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?	ENTY
4444	What direction do most baseball pitchers pitch toward ?	LOC
4445	How many Beanie Baby sites are there ?	NUM
4446	How can I call a friend in another country when I do not know the telephone number ?	DESC
4447	What is 55 times sweeter than cane sugar ?	ENTY
4448	Where are diamonds mined ?	LOC
4449	How do they get Teflon to stick to the pan ?	DESC
4450	How much money did the Marcos steal from their country ?	NUM
4451	Who makes the `` cross-your-heart bra '' ?	HUM
4452	Who is Archie Bunker 's son-in-law ?	HUM
4453	What company produces Spumante ?	HUM
4454	What is the origin of music ?	DESC
4455	What does `` B.Y.O.B. '' mean ?	ABBR
4456	What major airline has the best safety record in the world ?	HUM
4457	What President became Chief Justice after his presidency ?	HUM
4458	How many innings constitute an official baseball game ?	NUM
4459	What city has a newspaper called The Plain Dealer ?	LOC
4460	What U.S. state boasts Leif Ericson Park ?	LOC
4461	How many flavors does Baskin & Robbins offer ?	NUM
4462	Who was chief engineer of the Starship Enterprise ?	HUM
4463	How does crosstalk relate to InSb thickness in infrared detectors ?	DESC
4464	What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?	HUM
4465	Which type of submarine was bought recently by South Korea ?	ENTY
4466	How much in miles is a ten K run ?	NUM
4467	When was Beethoven born ?	NUM
4468	Who is the most sexy celebrity ?	HUM
4469	What detective lives on Punchbowl Hill and has 11 children ?	HUM
4470	Where did the ukulele originate ?	LOC
4471	Rotary engines used to be made by whom ?	HUM
4472	What does seccession mean ?	DESC
4473	Who portrayed the title character in the film The Day of the Jackal ?	HUM
4474	What is the name of the gulf between Sweden and Finland ?	LOC
4475	Who was the first X-Man to die in battle ?	HUM
4476	What will the weather be today ?	DESC
4477	Who is the President of Ghana ?	HUM
4478	Which sex is denied voting rights in Kuwait ?	ENTY
4479	What two countries is Andorra nestled between ?	LOC
4480	How long ago was the Roe vs. Wade decision by the Supreme Court ?	NUM
4481	What terrorist group was headed by Donald DeFreeze ?	HUM
4482	What are the four largest mountain ranges in the continental United States ?	LOC
